acteur_id,nom,prenom,civilite,trigramme,date_naissance,groupe_organe_ref,groupe_code,groupe_libelle,groupe_libelle_court,groupe_couleur,position_politique,circonscription_numero,departement,profession,uri_hatvp,an_legislatures,senat_active
PA794798,Buffet,Françoise,Mme,FBF,1953-12-11,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,4,Bas-Rhin,"Ancien artisan, commerçant, chef d'entreprise",https://www.hatvp.fr/pages_nominatives/buffet-francoise,17,False
PA794802,Sitzenstuhl,Charles,M.,CSI,1988-12-03,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,5,Bas-Rhin,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/sitzenstuhl-charles,17,False
PA794810,Morel,Louise,Mme,LMO,1995-10-15,PO845454,DEM,Les Démocrates,Dem,#F07E26,,6,Bas-Rhin,Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/morel-louise-24139,17,False
PA794830,Ott,Hubert,M.,HOT,1964-06-06,PO845454,DEM,Les Démocrates,Dem,#F07E26,,2,Haut-Rhin,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/ott-hubert-24311,17,False
PA794838,Lemaire,Didier,M.,DLE,1975-07-23,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,3,Haut-Rhin,Employé civil et agent de service de la fonction publique,https://www.hatvp.fr/pages_nominatives/lemaire-didier-24312,17,False
PA794854,Echaniz,Iñaki,M.,IEC,1993-09-02,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,4,Pyrénées-Atlantiques,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/echaniz-iñaki-24343,17,False
PA794870,Ferrer,Sylvie,Mme,SFR,1967-11-06,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,1,Hautes-Pyrénées,(85) - Personne diverse sans activité professionnelle de moins de 60 ans (sauf r,https://www.hatvp.fr/pages_nominatives/ferrer-sylvie-24213,17,False
PA794886,Blanc,Sophie,Mme,SBL,1968-02-20,PO845401,RN,Rassemblement National,RN,#313567,,1,Pyrénées-Orientales,Profession libérale,https://www.hatvp.fr/pages_nominatives/blanc-sophie-19142,17,False
PA794894,Sabatini,Anaïs,Mme,ASB,1990-03-10,PO845401,RN,Rassemblement National,RN,#313567,,2,Pyrénées-Orientales,Avocate,https://www.hatvp.fr/pages_nominatives/sabatini-anais-19137,17,False
PA794906,Amard,Gabriel,M.,GAA,1967-05-05,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,6,Rhône,Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/amard-gabriel-516,17,False
PA794938,Boumertit,Idir,M.,IBU,1974-10-04,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,14,Rhône,Employé administratif d'entreprise,https://www.hatvp.fr/pages_nominatives/boumertit-idir-24344,17,False
PA794946,Villedieu,Antoine,M.,ANV,1989-03-08,PO845401,RN,Rassemblement National,RN,#313567,,1,Haute-Saône,Policier,https://www.hatvp.fr/pages_nominatives/villedieu-antoine-24226,17,False
PA794954,Salmon,Emeric,M.,ESL,1973-11-26,PO845401,RN,Rassemblement National,RN,#313567,,2,Haute-Saône,Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/salmon-emeric-24315,17,False
PA794982,Delpech,Julie,Mme,JDE,1989-09-25,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Sarthe,Chargée de communication,https://www.hatvp.fr/pages_nominatives/delpech-julie-24335,17,False
PA794994,Portier,Alexandre,M.,APO,1990-04-21,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,9,Rhône,Professeur de philosophie,https://www.hatvp.fr/pages_nominatives/portier-alexandre-24157,17,False
PA795010,Garin,Marie-Charlotte,Mme,MGA,1995-09-02,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,3,Rhône,Collaboratrice politique en collectivité locale,https://www.hatvp.fr/pages_nominatives/garin-marie-charlotte-24147,17,False
PA795026,Violland,Anne-Cécile,Mme,AVI,1973-06-10,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,5,Haute-Savoie,Profession libérale,https://www.hatvp.fr/pages_nominatives/violland-anne-cecile-24285,17,False
PA795046,Yadan,Caroline,Mme,CYA,1968-08-14,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,8,Français établis hors de France,Avocat,https://www.hatvp.fr/pages_nominatives/yadan-caroline-24503,17,False
PA795050,Panosyan-Bouvet,Astrid,Mme,APA,1971-08-13,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,4,Paris,Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/panosyan-bouvet-astrid,17,False
PA795076,Rousseau,Sandrine,Mme,SRO,1972-03-08,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,9,Paris,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/rousseau-sandrine-24202,17,False
PA795084,Arenas,Rodrigo,M.,RAR,1974-04-24,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,10,Paris,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/arenas-rodrigo-24170,17,False
PA795100,Martineau,Éric,M.,EMT,1968-05-08,PO845454,DEM,Les Démocrates,Dem,#F07E26,,3,Sarthe,Agriculteur sur moyenne exploitation,https://www.hatvp.fr/pages_nominatives/martineau-eric-24321,17,False
PA795108,Leboucher,Élise,Mme,ELE,1982-10-09,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,4,Sarthe,Educatrice spécialisée,https://www.hatvp.fr/pages_nominatives/leboucher-elise-24322,17,False
PA795124,Padey,Didier,M.,DPY,1965-11-09,PO845454,DEM,Les Démocrates,Dem,#F07E26,,1,Savoie,cadre commercial,https://www.hatvp.fr/pages_nominatives/padey-didier-26880,17,False
PA795136,Coulomme,Jean-François,M.,JCO,1966-04-01,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,4,Savoie,Ingénieur commercial,https://www.hatvp.fr/pages_nominatives/coulomme-jean-francois-24341,17,False
PA795156,Keloua Hachi,Fatiha,Mme,FKE,1971-06-05,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,8,Seine-Saint-Denis,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/keloua-hachi-fatiha-24329,17,False
PA795164,Trouvé,Aurélie,Mme,ATR,1979-09-20,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,9,Seine-Saint-Denis,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/trouve-aurelie-24222,17,False
PA795176,Metzdorf,Nicolas,M.,NMT,1988-05-20,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Nouvelle-Calédonie,Ingénieur et cadre technique d'entreprise,https://www.hatvp.fr/pages_nominatives/metzdorf-nicolas,17,False
PA795200,Dufour,Alma,Mme,ADU,1990-05-06,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,4,Seine-Maritime,Responsable associative,https://www.hatvp.fr/pages_nominatives/dufour-alma-24267,17,False
PA795228,Abomangoli,Nadège,Mme,NAB,1975-09-15,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,10,Seine-Saint-Denis,Contrôleure interne et risk manager,https://www.hatvp.fr/pages_nominatives/abomangoli-nadege-180,17,False
PA795240,Reid Arbelot,Mereana,Mme,MRE,1970-09-12,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,3,Polynésie Française,Ingénieur en chef du contrôle de la navigation aérienne,https://www.hatvp.fr/pages_nominatives/reid-arbelot-mereana-25728,17,False
PA795244,Lenormand,Stéphane,M.,SLN,1964-08-13,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,1,Saint-Pierre-et-Miquelon,Ancien cadre,https://www.hatvp.fr/pages_nominatives/lenormand-stephane,17,False
PA795258,Gumbs,Frantz,M.,FGU,1954-01-21,PO845454,DEM,Les Démocrates,Dem,#F07E26,,1,Saint-Barthélemy et Saint-Martin,Personnel de direction de l'éducation nationale retraité,https://www.hatvp.fr/pages_nominatives/gumbs-frantz-24209,17,False
PA795270,Poussier-Winsback,Marie-Agnès,Mme,MPO,1967-03-25,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,9,Seine-Maritime,Enseignante,https://www.hatvp.fr/pages_nominatives/poussier-winsback-marie-agnes-9819,17,False
PA795298,Legavre,Jérôme,M.,JLE,1972-08-20,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,12,Seine-Saint-Denis,Professeur de lettres,https://www.hatvp.fr/pages_nominatives/legavre-jerome-24276,17,False
PA795310,Guetté,Clémence,Mme,CGU,1991-03-15,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,2,Val-de-Marne,Cadre du secteur privé,https://www.hatvp.fr/pages_nominatives/guette-clemence-24299,17,False
PA795318,Boyard,Louis,M.,LBO,2000-08-26,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,3,Val-de-Marne,"Elève, étudiant",https://www.hatvp.fr/pages_nominatives/boyard-louis-24178,17,False
PA795326,Weissberg,Christopher,M.,CWE,1985-11-26,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Français établis hors de France,Cadre dirigeant,https://www.hatvp.fr/pages_nominatives/weissberg-christopher-20755,17,False
PA795334,Larrouquis,Benoît,M.,BLAR,1969-11-18,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,2,Français établis hors de France,Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/larrouquis-benoit-29924,17,False
PA795350,Valletoux,Frédéric,M.,FVA,1966-08-23,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,2,Seine-et-Marne,Profession de l'information,https://www.hatvp.fr/pages_nominatives/valletoux-frederic,17,False
PA795362,Belluco,Lisa,Mme,LBE,1988-07-20,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,1,Vienne,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/belluco-lisa-19824,17,False
PA795374,Lecamp,Pascal,M.,PLE,1958-04-06,PO845454,DEM,Les Démocrates,Dem,#F07E26,,3,Vienne,Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/lecamp-pascal-24264,17,False
PA795390,Lalanne,Sandrine,Mme,SLAL,1973-02-16,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,5,Val-de-Marne,Sans profession déclarée,https://www.hatvp.fr/pages_nominatives/lalanne-sandrine-29922,17,False
PA795402,Coggia,Nathalie,Mme,NCOG,1977-07-16,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,5,Français établis hors de France,Directrice financière et des opérations,https://www.hatvp.fr/pages_nominatives/coggia-nathalie-29798,17,False
PA795410,Roullaud,Béatrice,Mme,BRO,1960-06-09,PO845401,RN,Rassemblement National,RN,#313567,,6,Seine-et-Marne,Profession libérale,https://www.hatvp.fr/pages_nominatives/roullaud-beatrice-24224,17,False
PA795422,Maudet,Damien,M.,DMU,1996-11-14,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,1,Haute-Vienne,Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/maudet-damien-24300,17,False
PA795430,Delautrette,Stéphane,M.,SDE,1972-09-20,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,2,Haute-Vienne,Ingénieur dans le domaine de l'environnement,https://www.hatvp.fr/pages_nominatives/delautrette-stephane-22744,17,False
PA795454,Ben Cheikh,Karim,M.,KBE,1977-03-19,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,9,Français établis hors de France,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/ben-cheikh-karim-24152,17,False
PA795466,Soudais,Ersilia,Mme,ESO,1988-05-21,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,7,Seine-et-Marne,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/soudais-ersilia-24325,17,False
PA795482,Meunier,Manon,Mme,MMU,1996-03-30,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,3,Haute-Vienne,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/meunier-manon-24142,17,False
PA795516,Laisney,Maxime,M.,MLA,1981-01-19,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,10,Seine-et-Marne,"Professeur des écoles, instituteur et assimilé",https://www.hatvp.fr/pages_nominatives/laisney-maxime-24231,17,False
PA795528,Rodwell,Charles,M.,CRD,1996-07-26,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Yvelines,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/rodwell-charles-24279,17,False
PA795540,Grenon,Daniel,M.,DGR,1948-07-31,PO840056,NI,Non inscrit,NI,#8D949A,,1,Yonne,"Ancien artisan, commerçant, chef d'entreprise",https://www.hatvp.fr/pages_nominatives/grenon-daniel-24302,17,False
PA795552,Odoul,Julien,M.,JOD,1985-05-08,PO845401,RN,Rassemblement National,RN,#313567,,3,Yonne,Collaborateur parlementaire,https://www.hatvp.fr/pages_nominatives/odoul-julien-24148,17,False
PA795588,Amrani,Farida,Mme,FAM,1976-09-03,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,1,Essonne,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/amrani-farida-24328,17,False
PA795596,Vannier,Paul,M.,PVA,1985-09-19,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,5,Val-d'Oise,Professeur d'histoire-géographie,https://www.hatvp.fr/pages_nominatives/vannier-paul-24268,17,False
PA795616,Bilongo,Carlos Martens,M.,CBI,1990-12-31,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,8,Val-d'Oise,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/bilongo-carlos-martens-24272,17,False
PA795636,Lucas-Lundy,Benjamin,M.,BLU,1990-10-08,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,8,Yvelines,(85) - Personne diverse sans activité professionnelle de moins de 60 ans (sauf r,https://www.hatvp.fr/pages_nominatives/lucas-lundy-benjamin-24256,17,False
PA795644,Da Conceicao Carvalho,Nathalie,Mme,NDA,1966-03-31,PO845401,RN,Rassemblement National,RN,#313567,,2,Essonne,Profession libérale,https://www.hatvp.fr/pages_nominatives/da-conceicao-carvalho-nathalie-24181,17,False
PA795664,Midy,Paul,M.,PMI,1983-01-25,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,5,Essonne,Chef d'entreprise de 10 salariés ou plus,https://www.hatvp.fr/pages_nominatives/midy-paul-24266,17,False
PA795672,Le Gall,Arnaud,M.,AGA,1980-11-29,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,9,Val-d'Oise,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/le-gall-arnaud-24227,17,False
PA795722,Olive,Karl,M.,KOL,1969-03-29,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,12,Yvelines,Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/olive-karl,17,False
PA795730,Marchive,Bastien,M.,BMA,1990-07-15,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Deux-Sèvres,Juriste,https://www.hatvp.fr/pages_nominatives/marchive-bastien-24246,17,False
PA795746,Léaument,Antoine,M.,ALE,1989-09-04,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,10,Essonne,Responsable de la communication numérique,https://www.hatvp.fr/pages_nominatives/leaument-antoine-24198,17,False
PA795762,Califer,Elie,M.,ECL,1954-04-19,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,4,Guadeloupe,Ancien cadre,https://www.hatvp.fr/pages_nominatives/califer-elie-24314,17,False
PA795778,Tanguy,Jean-Philippe,M.,JTA,1986-03-25,PO845401,RN,Rassemblement National,RN,#313567,,4,Somme,Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/tanguy-jean-philippe-24338,17,False
PA795786,Ménaché,Yaël,Mme,YME,1985-05-12,PO845401,RN,Rassemblement National,RN,#313567,,5,Somme,Commerciale,https://www.hatvp.fr/pages_nominatives/menache-yael-24218,17,False
PA795808,Sebaihi,Sabrina,Mme,SSE,1981-05-10,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,4,Hauts-de-Seine,Profession libérale,https://www.hatvp.fr/pages_nominatives/sebaihi-sabrina-24197,17,False
PA795820,Nadeau,Marcellin,M.,MNA,1962-11-02,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,2,Martinique,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/nadeau-marcellin-24215,17,False
PA795844,Erodi,Karen,Mme,KER,1977-02-04,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,2,Tarn,Profession libérale,https://www.hatvp.fr/pages_nominatives/erodi-karen-24337,17,False
PA795864,Cazeneuve,Pierre,M.,PCA,1995-03-11,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,7,Hauts-de-Seine,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/cazeneuve-pierre-19678,17,False
PA795868,Castor,Jean-Victor,M.,JCA,1962-04-21,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,1,Guyane,Cadre technique d'entreprise,https://www.hatvp.fr/pages_nominatives/castor-jean-victor-24289,17,False
PA795876,Rimane,Davy,M.,DRI,1979-12-15,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,2,Guyane,Technicien,https://www.hatvp.fr/pages_nominatives/rimane-davy-24310,17,False
PA795884,Ferracci,Marc,M.,MFA,1977-12-19,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,6,Français établis hors de France,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/ferracci-marc,17,False
PA795900,Hamelet,Marine,Mme,MHA,1967-07-13,PO845401,RN,Rassemblement National,RN,#313567,,2,Tarn-et-Garonne,Profession intermédiaire administrative et commerciale des entreprises,https://www.hatvp.fr/pages_nominatives/hamelet-marine-24151,17,False
PA795908,Chenevard,Yannick,M.,YCH,1959-11-27,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Var,Profession libérale,https://www.hatvp.fr/pages_nominatives/chenevard-yannick,17,False
PA795912,Lavalette,Laure,Mme,LLV,1976-04-16,PO845401,RN,Rassemblement National,RN,#313567,,2,Var,(85) - Personne diverse sans activité professionnelle de moins de 60 ans (sauf r,https://www.hatvp.fr/pages_nominatives/lavalette-laure-24134,17,False
PA795920,Thevenot,Prisca,Mme,PTH,1985-03-01,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,8,Hauts-de-Seine,Collaboratrice parlementaire,https://www.hatvp.fr/pages_nominatives/thevenot-prisca-24191,17,False
PA795954,Ibled,Catherine,Mme,CIB,1975-05-25,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,13,Paris,Directrice adjointe de la communication,https://www.hatvp.fr/pages_nominatives/ibled-catherine-29925,17,False
PA795962,Missoffe,Joséphine,Mme,JMI,1973-09-24,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,14,Paris,Infirmière-Puéricultrice,https://www.hatvp.fr/pages_nominatives/missoffe-josephine-28150,17,False
PA795966,Rambaud,Stéphane,M.,SRA,1960-04-05,PO845401,RN,Rassemblement National,RN,#313567,,3,Var,Retraité de la police nationale,https://www.hatvp.fr/pages_nominatives/rambaud-stephane-24208,17,False
PA795974,Lottiaux,Philippe,M.,PLO,1966-08-14,PO845401,RN,Rassemblement National,RN,#313567,,4,Var,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/lottiaux-philippe-15882,17,False
PA795982,Saintoul,Aurélien,M.,ASI,1988-05-26,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,11,Hauts-de-Seine,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/saintoul-aurelien-24238,17,False
PA795998,K/Bidi,Émeline,Mme,EKB,1987-05-13,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,4,Réunion,Avocate,https://www.hatvp.fr/pages_nominatives/k-bidi-emeline-24323,17,False
PA796010,Maillot,Frédéric,M.,FML,1986-11-15,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,6,Réunion,Intervenant social,https://www.hatvp.fr/pages_nominatives/maillot-frederic-22320,17,False
PA796018,Simonnet,Danielle,Mme,DSI,1971-07-02,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,15,Paris,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/simonnet-danielle-24313,17,False
PA796026,Lechanteux,Julie,Mme,JLT,1977-12-22,PO845401,RN,Rassemblement National,RN,#313567,,5,Var,(85) - Personne diverse sans activité professionnelle de moins de 60 ans (sauf r,https://www.hatvp.fr/pages_nominatives/lechanteux-julie-15939,17,False
PA796034,Giletti,Frank,M.,FGI,1973-03-01,PO845401,RN,Rassemblement National,RN,#313567,,6,Var,Fonctionnaire,https://www.hatvp.fr/pages_nominatives/giletti-frank-24205,17,False
PA796042,Boccaletti,Frédéric,M.,FBO,1973-11-23,PO845401,RN,Rassemblement National,RN,#313567,,7,Var,(85) - Personne diverse sans activité professionnelle de moins de 60 ans,https://www.hatvp.fr/pages_nominatives/boccaletti-frederic-24220,17,False
PA796050,Schreck,Philippe,M.,PSC,1972-02-02,PO845401,RN,Rassemblement National,RN,#313567,,8,Var,Profession libérale,https://www.hatvp.fr/pages_nominatives/schreck-philippe-24293,17,False
PA796062,Portes,Thomas,M.,TPO,1985-11-18,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,3,Seine-Saint-Denis,Cheminot,https://www.hatvp.fr/pages_nominatives/portes-thomas-24240,17,False
PA796070,Gaillard,Perceval,M.,PGA,1983-04-24,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,7,Réunion,Profession intermédiaire de la santé et du travail social,https://www.hatvp.fr/pages_nominatives/gaillard-perceval-19040,17,False
PA796078,Youssouffa,Estelle,Mme,EYO,1978-07-31,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,1,Mayotte,Consultante,https://www.hatvp.fr/pages_nominatives/youssouffa-estelle-24327,17,False
PA796090,Caron,Aymeric,M.,ACA,1971-12-04,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,18,Paris,"Profession de l'information, des arts et des spectacles",https://www.hatvp.fr/pages_nominatives/caron-aymeric-24243,17,False
PA796106,Bénard,Édouard,M.,EBE,1995-02-18,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,3,Seine-Maritime,Collaborateur d'élu,https://www.hatvp.fr/pages_nominatives/benard-edouard-26541,17,False
PA796118,Auzanot,Bénédicte,Mme,BAU,1972-08-05,PO845401,RN,Rassemblement National,RN,#313567,,2,Vaucluse,(85) - Personne diverse sans activité professionnelle de moins de 60 ans (sauf r,https://www.hatvp.fr/pages_nominatives/auzanot-benedicte-24225,17,False
PA805166,Bergantz,Anne,Mme,ABERG,1968-09-17,PO845454,DEM,Les Démocrates,Dem,#F07E26,,2,Yvelines,responsable de service social,https://www.hatvp.fr/pages_nominatives/bergantz-anne-24898,17,False
PA817203,Miller,Laure,Mme,LMIL,1983-12-25,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,2,Marne,Avocate,https://www.hatvp.fr/pages_nominatives/miller-laure,17,False
PA817211,Pilato,René,M.,RPIL,1962-08-31,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,1,Charente,Enseignant,https://www.hatvp.fr/pages_nominatives/pilato-rene-25157,17,False
PA822617,Froger,Martine,Mme,FRG,1961-06-11,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,1,Ariège,Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/froger-martine-25400,17,False
PA826635,Rousseau,Aurélien,M.,AUR,1976-06-25,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,7,Yvelines,Maître des requêtes au Conseil d'État,https://www.hatvp.fr/pages_nominatives/rousseau-aurelien-8069,17,False
PA840067,Tomatis,Gabriel,M.,GTO,1999-11-02,PO845401,RN,Rassemblement National,RN,#313567,,4,Alpes-Maritimes,Sans profession déclarée,https://www.hatvp.fr/pages_nominatives/tomatis-gabriel-30409,17,False
PA840075,Casterman,Eddy,M.,ECS,1996-07-28,PO845401,RN,Rassemblement National,RN,#313567,,3,Aisne,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/casterman-eddy-27338,17,False
PA840107,Chaumeil,Bernard,M.,BCHA,1958-09-30,PO845401,RN,Rassemblement National,RN,#313567,,7,Hérault,Directeur des relations institutionnelles,https://www.hatvp.fr/pages_nominatives/chaumeil-bernard-30434,17,False
PA840119,Delannoy,Sandra,Mme,SDA,1974-05-01,PO845401,RN,Rassemblement National,RN,#313567,,3,Nord,(21) - Artisan,https://www.hatvp.fr/pages_nominatives/delannoy-sandra-27339,17,False
PA840135,Dufosset,Alexandre,M.,ADF,1998-08-24,PO845401,RN,Rassemblement National,RN,#313567,,18,Nord,(54) - Employé administratif d'entreprise,https://www.hatvp.fr/pages_nominatives/dufosset-alexandre-27341,17,False
PA840143,Florquin,Guillaume,M.,GFL,1993-05-04,PO845401,RN,Rassemblement National,RN,#313567,,20,Nord,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/florquin-guillaume-27342,17,False
PA840159,Clavet,Bruno,M.,BCL,1989-05-06,PO845401,RN,Rassemblement National,RN,#313567,,3,Pas-de-Calais,(45) - Profession intermédiaire administrative de la fonction publique,https://www.hatvp.fr/pages_nominatives/clavet-bruno-27340,17,False
PA840175,Bregman,Dorine,Mme,DBRE,1962-03-04,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,7,Paris,Consultante en participation citoyenne,https://www.hatvp.fr/pages_nominatives/bregman-dorine-30322,17,False
PA840235,Frébault,Moerani,M.,MFB,1988-08-22,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Polynésie Française,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/frebault-moerani-27343,17,False
PA840657,Ricourt Vaginay,Sophie,Mme,SVA,1969-12-18,PO872880,UDDPLR,Union des droites pour la République,UDR,#3367A7,,2,Alpes-de-Haute-Provence,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/ricourt-vaginay-sophie,17,False
PA840665,Allemand,Marie-José,Mme,MAL,1970-01-27,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,1,Hautes-Alpes,(12) - Agriculteur sur moyenne exploitation,https://www.hatvp.fr/pages_nominatives/allemand-marie-jose-27432,17,False
