acteur_id,nom,prenom,civilite,trigramme,groupe_organe_ref,groupe_code,groupe_libelle,groupe_libelle_court,groupe_couleur,position_politique,circonscription_numero,departement,profession,uri_hatvp
PA1008,David,Alain,M.,ADA,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,4,Gironde,Ingénieur,https://www.hatvp.fr/pages_nominatives/david-alain
PA1567,Guedj,Jérôme,M.,JGD,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,6,Essonne,Inspecteur général des affaires sociales,https://www.hatvp.fr/pages_nominatives/guedj-jerome
PA1592,Habib,David,M.,DHA,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,3,Pyrénées-Atlantiques,Cadre,https://www.hatvp.fr/pages_nominatives/habib-david
PA1630,Herbillon,Michel,M.,MHR,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,8,Val-de-Marne,Cadre supérieur,https://www.hatvp.fr/pages_nominatives/herbillon-michel
PA1654,Hollande,François,M.,FHL,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,1,Corrèze,Conseiller référendaire à la Cour des comptes,https://www.hatvp.fr/pages_nominatives/hollande-francois-27434
PA227089,Létard,Valérie,Mme,VLET,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,21,Nord,Cadre de la fonction publique territoriale,https://www.hatvp.fr/pages_nominatives/letard-valerie
PA266793,Bony,Jean-Yves,M.,JBY,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,2,Cantal,Exploitant agricole,https://www.hatvp.fr/pages_nominatives/bony-jean-yves-1013
PA266797,Gosselin,Philippe,M.,PGS,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,1,Manche,Maître de conférences à Sciences Po,https://www.hatvp.fr/pages_nominatives/gosselin-philippe
PA266808,Rolland,Vincent,M.,VRO,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,2,Savoie,Collaborateur parlementaire,https://www.hatvp.fr/pages_nominatives/rolland-vincent-7763
PA267042,Favennec-Bécot,Yannick,M.,YFA,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,3,Mayenne,Directeur de cabinet,https://www.hatvp.fr/pages_nominatives/favennec-becot-yannick
PA267200,Huyghe,Sébastien,M.,SHY,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,5,Nord,Notaire,https://www.hatvp.fr/pages_nominatives/huyghe-sebastien
PA267285,Wauquiez,Laurent,M.,LWA,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,1,Haute-Loire,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/wauquiez-laurent
PA267318,Grelier,Jean-Carles,M.,JGR,PO845454,DEM,Les Démocrates,Dem,#F07E26,,5,Sarthe,Avocat,https://www.hatvp.fr/pages_nominatives/grelier-jean-carles-9591
PA267763,Bataille,Jean-Pierre,M.,JPB,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,15,Nord,Pharmacien,https://www.hatvp.fr/pages_nominatives/bataille-jean-pierre-9443
PA267780,Firmin Le Bodo,Agnès,Mme,AFI,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,7,Seine-Maritime,Pharmacien,https://www.hatvp.fr/pages_nominatives/firmin-le-bodo-agnes
PA267794,Tabarot,Michèle,Mme,MTA,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,9,Alpes-Maritimes,Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/tabarot-michele
PA2940,Voynet,Dominique,Mme,DVO,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,2,Doubs,Médecin,https://www.hatvp.fr/pages_nominatives/voynet-dominique-8816
PA2952,Warsmann,Jean-Luc,M.,JWA,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,3,Ardennes,Directeur de mutuelle,https://www.hatvp.fr/pages_nominatives/warsmann-jean-luc
PA309643,Besse,Véronique,Mme,VBE,PO840056,NI,Non inscrit,NI,#8D949A,,4,Vendée,Journaliste,https://www.hatvp.fr/pages_nominatives/besse-veronique
PA330008,Breton,Xavier,M.,XBR,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,1,Ain,Cadre territorial,https://www.hatvp.fr/pages_nominatives/breton-xavier
PA330240,Ciotti,Éric,M.,ECI,PO872880,UDDPLR,Union des droites pour la République,UDR,#3367A7,,1,Alpes-Maritimes,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/ciotti-eric
PA330909,Descoeur,Vincent,M.,VDE,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,1,Cantal,Professeur agrégé de biologie,https://www.hatvp.fr/pages_nominatives/descoeur-vincent-3159
PA331582,Vigier,Philippe,M.,PVG,PO845454,DEM,Les Démocrates,Dem,#F07E26,,4,Eure-et-Loir,Biologiste A.I.H.P.,https://www.hatvp.fr/pages_nominatives/vigier-philippe
PA331973,Got,Pascale,Mme,PGT,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,5,Gironde,Journaliste,https://www.hatvp.fr/pages_nominatives/got-pascale
PA332228,Benoit,Thierry,M.,TBE,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,6,Ille-et-Vilaine,Représentant de commerce,https://www.hatvp.fr/pages_nominatives/benoit-thierry
PA332523,Dalloz,Marie-Christine,Mme,MDL,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,2,Jura,retraitée,https://www.hatvp.fr/pages_nominatives/dalloz-marie-christine
PA333285,Garot,Guillaume,M.,GGR,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,1,Mayenne,Cadre administratif,https://www.hatvp.fr/pages_nominatives/garot-guillaume
PA335054,Karamanli,Marietta,Mme,MKA,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,2,Sarthe,Professeur dans l'enseignement supérieur,https://www.hatvp.fr/pages_nominatives/karamanli-marietta
PA335612,Lecoq,Jean-Paul,M.,JLC,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,8,Seine-Maritime,Électricien,https://www.hatvp.fr/pages_nominatives/lecoq-jean-paul
PA335999,Batho,Delphine,Mme,DBT,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,2,Deux-Sèvres,Cadre territorial,https://www.hatvp.fr/pages_nominatives/batho-delphine
PA340343,Saulignac,Hervé,M.,HSA,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,1,Ardèche,Cadre (entreprises publiques),https://www.hatvp.fr/pages_nominatives/saulignac-herve-8266
PA341981,Récalde,Marie,Mme,mre,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,6,Gironde,Avocate,https://www.hatvp.fr/pages_nominatives/recalde-marie
PA342196,Rouaux,Claudia,Mme,ROC,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,3,Ille-et-Vilaine,Gestionnaire à l'INRAE,https://www.hatvp.fr/pages_nominatives/rouaux-claudia
PA342240,Bourgeaux,Jean-Luc,M.,JBO,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,7,Ille-et-Vilaine,Agriculteur,https://www.hatvp.fr/pages_nominatives/bourgeaux-jean-luc-18806
PA342384,Martin,Élisa,Mme,EMR,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,3,Isère,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/martin-elisa
PA342415,Battistel,Marie-Noëlle,Mme,MNB,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,4,Isère,Autre cadre (secteur privé),https://www.hatvp.fr/pages_nominatives/battistel-marie-noelle
PA345722,Le Grip,Constance,Mme,CLG,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,6,Hauts-de-Seine,Conseillère parlementaire,https://www.hatvp.fr/pages_nominatives/le-grip-constance
PA346782,Juvin,Philippe,M.,PJU,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,3,Hauts-de-Seine,Professeur de médecine,https://www.hatvp.fr/pages_nominatives/juvin-philippe
PA368,Barnier,Michel,M.,MBAR,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,2,Paris,Ancien Premier ministre,https://www.hatvp.fr/pages_nominatives/barnier-michel-27734
PA569,Bonnecarrère,Philippe,M.,PBC,PO840056,NI,Non inscrit,NI,#8D949A,,1,Tarn,Avocat,https://www.hatvp.fr/pages_nominatives/bonnecarrere-philippe
PA588884,Autain,Clémentine,Mme,CAU,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,11,Seine-Saint-Denis,Journaliste et autre média,https://www.hatvp.fr/pages_nominatives/autain-clementine
PA605745,Sansu,Nicolas,M.,nsa,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,2,Cher,Permanent politique,https://www.hatvp.fr/pages_nominatives/sansu-nicolas
PA605782,Marcangeli,Laurent,M.,LMC,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,1,Corse-du-Sud,Avocat,https://www.hatvp.fr/pages_nominatives/marcangeli-laurent
PA606507,Boudié,Florent,M.,FBU,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,10,Gironde,Cadre supérieur du secteur public,https://www.hatvp.fr/pages_nominatives/boudie-florent
PA606545,Roumégas,Jean-Louis,M.,JROM,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,1,Hérault,Enseignant 1er deg.- Professeur d'école,https://www.hatvp.fr/pages_nominatives/roumegas-jean-louis
PA606573,Dombre Coste,Fanny,Mme,FDO,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,3,Hérault,Artisan Photographe,https://www.hatvp.fr/pages_nominatives/dombre-coste-fanny
PA606793,Baumel,Laurent,M.,LBA,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,4,Indre-et-Loire,Cadre supérieur du secteur public,https://www.hatvp.fr/pages_nominatives/baumel-laurent
PA607090,Vigier,Jean-Pierre,M.,JVI,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,2,Haute-Loire,Fonctionnaire de catégorie A,https://www.hatvp.fr/pages_nominatives/vigier-jean-pierre
PA607193,Errante,Sophie,Mme,SER,PO840056,NI,Non inscrit,NI,#8D949A,,10,Loire-Atlantique,Industriel-Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/errante-sophie
PA607395,Travert,Stéphane,M.,str,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,3,Manche,Cadre secteur privé,https://www.hatvp.fr/pages_nominatives/travert-stephane
PA607553,Potier,Dominique,M.,DPO,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,5,Meurthe-et-Moselle,Agriculteur,https://www.hatvp.fr/pages_nominatives/potier-dominique
PA607619,Molac,Paul,M.,PMO,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,4,Morbihan,Professeur du secondaire,https://www.hatvp.fr/pages_nominatives/molac-paul
PA608172,Pirès Beaune,Christine,Mme,CPI,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,2,Puy-de-Dôme,Fonctionnaire de catégorie A,https://www.hatvp.fr/pages_nominatives/pires-beaune-christine
PA608264,Capdevielle,Colette,Mme,CCP,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,5,Pyrénées-Atlantiques,Avocate,https://www.hatvp.fr/pages_nominatives/capdevielle-colette
PA608416,Hetzel,Patrick,M.,PHE,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,7,Bas-Rhin,Professeur des Universités,https://www.hatvp.fr/pages_nominatives/hetzel-patrick
PA608826,Duby-Muller,Virginie,Mme,VDU,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,4,Haute-Savoie,Cadre du secteur privé,https://www.hatvp.fr/pages_nominatives/duby-muller-virginie
PA609332,Faure,Olivier,M.,OFU,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,11,Seine-et-Marne,Cadre supérieur (secteur privé),https://www.hatvp.fr/pages_nominatives/faure-olivier
PA610002,Sas,Eva,Mme,ESA,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,8,Paris,Cadre supérieur du secteur privé,https://www.hatvp.fr/pages_nominatives/sas-eva
PA610654,Nilor,Jean-Philippe,M.,JNI,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,4,Martinique,Collaborateur parlementaire,https://www.hatvp.fr/pages_nominatives/nilor-jean-philippe
PA610968,Amirshahi,Pouria,M.,PAM,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,5,Paris,Cadre territorial de catégorie A,https://www.hatvp.fr/pages_nominatives/amirshahi-pouria
PA642695,Bothorel,Éric,M.,EBO,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,5,Côtes-d'Armor,Cadre supérieur (secteur privé),https://www.hatvp.fr/pages_nominatives/bothorel-eric
PA642725,Liégeon,Eric,M.,eli,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,5,Doubs,Exploitant agricole,https://www.hatvp.fr/pages_nominatives/liegeon-eric-28144
PA642764,Aviragnet,Joël,M.,JAV,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,8,Haute-Garonne,Directeur d'un établissement pour l'enfance handicapée,https://www.hatvp.fr/pages_nominatives/aviragnet-joel
PA642847,Bazin,Thibault,M.,TBA,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,4,Meurthe-et-Moselle,Autre cadre (secteur privé),https://www.hatvp.fr/pages_nominatives/bazin-thibault
PA642935,Becht,Olivier,M.,OBE,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,5,Haut-Rhin,Magistrat,https://www.hatvp.fr/pages_nominatives/becht-olivier
PA642988,de Lépinau,Hervé,M.,HLE,PO845401,RN,Rassemblement National,RN,#313567,,3,Vaucluse,Avocat,https://www.hatvp.fr/pages_nominatives/de-lepinau-herve-24309
PA643089,Thiériot,Jean-Louis,M.,JLH,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,3,Seine-et-Marne,Sans profession déclarée,https://www.hatvp.fr/pages_nominatives/thieriot-jean-louis
PA643104,Minard,Christelle,Mme,CMIN,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,2,Eure-et-Loir,Agricultrice,https://www.hatvp.fr/pages_nominatives/minard-christelle-21338
PA643143,Baptiste,Christian,M.,CBP,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,2,Guadeloupe,Directeur d'association,https://www.hatvp.fr/pages_nominatives/baptiste-christian
PA643157,Naillet,Philippe,M.,PNI,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,1,Réunion,Inspecteur assurance-vie,https://www.hatvp.fr/pages_nominatives/naillet-philippe
PA643175,Dupont,Stella,Mme,SDU,PO840056,NI,Non inscrit,NI,#8D949A,,2,Maine-et-Loire,Comptable,https://www.hatvp.fr/pages_nominatives/dupont-stella
PA643184,Klinkert,Brigitte,Mme,BKL,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Haut-Rhin,Ancien cadre,https://www.hatvp.fr/pages_nominatives/klinkert-brigitte-13215
PA643192,Jourdan,Chantal,Mme,CJO,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,1,Orne,Psychologue,https://www.hatvp.fr/pages_nominatives/jourdan-chantal-20670
PA687214,Berrios,Sylvain,M.,SBE,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,1,Val-de-Marne,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/berrios-sylvain
PA712014,Ledoux,Vincent,M.,VLE,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,10,Nord,Sans profession déclarée,https://www.hatvp.fr/pages_nominatives/ledoux-vincent
PA712015,Dive,Julien,M.,JDV,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,2,Aisne,Chef de projet dans l'industrie,https://www.hatvp.fr/pages_nominatives/dive-julien
PA717161,Borne,Élisabeth,Mme,ELB,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,6,Calvados,Ingénieur et cadre technique d'entreprise,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}"
PA717379,Maillard,Sylvain,M.,SMA,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Paris,Industriel-Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/maillard-sylvain
PA718674,Givernet,Olga,Mme,OGI,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,3,Ain,Ingénieure,https://www.hatvp.fr/pages_nominatives/givernet-olga
PA718784,Pauget,Éric,M.,EPA,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,7,Alpes-Maritimes,Autre cadre (secteur privé),https://www.hatvp.fr/pages_nominatives/pauget-eric-6497
PA718820,Cestrières,Pauline,Mme,PCE,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Aveyron,Agricultrice,https://www.hatvp.fr/pages_nominatives/cestrieres-pauline-30435
PA718838,Brun,Fabrice,M.,FBR,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,3,Ardèche,Industriel-Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/brun-fabrice
PA718850,Cordier,Pierre,M.,PCD,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,2,Ardennes,Fonctionnaire de catégorie A,https://www.hatvp.fr/pages_nominatives/cordier-pierre-2482
PA718884,Bazin-Malgras,Valérie,Mme,VBA,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,2,Aube,Commerçante,https://www.hatvp.fr/pages_nominatives/bazin-malgras-valerie
PA719024,Blanchet,Christophe,M.,CBA,PO845454,DEM,Les Démocrates,Dem,#F07E26,,4,Calvados,Commerçant,https://www.hatvp.fr/pages_nominatives/blanchet-christophe
PA719032,Bouyx,Bertrand,M.,BBU,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,5,Calvados,Pharmacien,https://www.hatvp.fr/pages_nominatives/bouyx-bertrand
PA719052,Kervran,Loïc,M.,LKE,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,3,Cher,Autre cadre (secteur privé),https://www.hatvp.fr/pages_nominatives/kervran-loic
PA719080,Marsaud,Sandra,Mme,SMR,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,2,Charente,Cadre (entreprises publiques),https://www.hatvp.fr/pages_nominatives/marsaud-sandra
PA719118,Cormier-Bouligeon,François,M.,FCR,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Cher,Juriste,https://www.hatvp.fr/pages_nominatives/cormier-bouligeon-francois
PA719138,Castellani,Michel,M.,MCA,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,1,Haute-Corse,Professeur des Universités,https://www.hatvp.fr/pages_nominatives/castellani-michel
PA719218,Berville,Hervé,M.,HBR,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,2,Côtes-d'Armor,Economiste,https://www.hatvp.fr/pages_nominatives/berville-herve
PA719272,Meunier,Frédérique,Mme,FME,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,2,Corrèze,Avocate,https://www.hatvp.fr/pages_nominatives/meunier-frederique-6851
PA719286,Colombani,Paul-André,M.,PCO,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,2,Corse-du-Sud,Médecin,https://www.hatvp.fr/pages_nominatives/colombani-paul-andre
PA719338,Melchior,Graziella,Mme,GML,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,5,Finistère,Professeure agrégée,https://www.hatvp.fr/pages_nominatives/melchior-graziella
PA719372,Kasbarian,Guillaume,M.,GKA,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Eure-et-Loir,Consultant en stratégie d'entreprise,https://www.hatvp.fr/pages_nominatives/kasbarian-guillaume
PA719388,Le Meur,Annaïg,Mme,ALM,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Finistère,Autre profession libérale,https://www.hatvp.fr/pages_nominatives/le-meur-annaig
PA719404,Le Gac,Didier,M.,DGA,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,3,Finistère,Profession rattachée à l'enseignement,https://www.hatvp.fr/pages_nominatives/le-gac-didier-5234
PA719412,Le Feur,Sandrine,Mme,SFE,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,4,Finistère,Agriculteur-propriétaire exploitant,https://www.hatvp.fr/pages_nominatives/le-feur-sandrine
PA719436,Meizonnet,Nicolas,M.,NME,PO845401,RN,Rassemblement National,RN,#313567,,2,Gard,Ingénieur en informatique,https://www.hatvp.fr/pages_nominatives/meizonnet-nicolas-17348
PA719472,Cazeneuve,Jean-René,M.,JCZ,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Gers,Ingénieur,https://www.hatvp.fr/pages_nominatives/cazeneuve-jean-rene
PA719512,Vignon,Corinne,Mme,CVI,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,3,Haute-Garonne,Cadre supérieur (secteur privé),https://www.hatvp.fr/pages_nominatives/vignon-corinne
PA719528,Portarrieu,Jean-François,M.,JPR,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,5,Haute-Garonne,Journaliste,https://www.hatvp.fr/pages_nominatives/portarrieu-jean-francois
PA719550,Tanguy,Liliana,Mme,LTA,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,7,Finistère,Cadre supérieur du secteur public,https://www.hatvp.fr/pages_nominatives/tanguy-liliana
PA719558,Balanant,Erwan,M.,EBA,PO845454,DEM,Les Démocrates,Dem,#F07E26,,8,Finistère,Photographe et réalisateur,https://www.hatvp.fr/pages_nominatives/balanant-erwan
PA719578,Prud'homme,Loïc,M.,LPR,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,3,Gironde,Fonctionnaire de catégorie B,https://www.hatvp.fr/pages_nominatives/prud-homme-loic
PA719632,Panonacle,Sophie,Mme,SPA,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,8,Gironde,Sans profession déclarée,https://www.hatvp.fr/pages_nominatives/panonacle-sophie
PA719640,Mette,Sophie,Mme,SMT,PO845454,DEM,Les Démocrates,Dem,#F07E26,,9,Gironde,Sans profession déclarée,https://www.hatvp.fr/pages_nominatives/mette-sophie
PA719756,Le Nabour,Christine,Mme,CLN,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,5,Ille-et-Vilaine,Employée (secteur privé),https://www.hatvp.fr/pages_nominatives/le-nabour-christine
PA719778,Jolivet,François,M.,FJO,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,1,Indre,Cadre supérieur (secteur privé),https://www.hatvp.fr/pages_nominatives/jolivet-francois
PA719798,Labaronne,Daniel,M.,DLA,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,2,Indre-et-Loire,Retraité de l'enseignement supérieur,https://www.hatvp.fr/pages_nominatives/labaronne-daniel
PA719822,Thillaye,Sabine,Mme,STH,PO845454,DEM,Les Démocrates,Dem,#F07E26,,5,Indre-et-Loire,Ancien Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/thillaye-sabine
PA719890,Brulebois,Danielle,Mme,DBR,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Jura,Retraitée de l'enseignement,https://www.hatvp.fr/pages_nominatives/brulebois-danielle
PA719914,Darrieussecq,Geneviève,Mme,GDI,PO845454,DEM,Les Démocrates,Dem,#F07E26,,1,Landes,médecin,https://www.hatvp.fr/pages_nominatives/darrieussecq-genevieve
PA719922,Causse,Lionel,M.,LCU,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,2,Landes,Autre cadre (secteur privé),https://www.hatvp.fr/pages_nominatives/causse-lionel
PA719930,Vallaud,Boris,M.,BVA,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,3,Landes,Fonctionnaire de catégorie A,https://www.hatvp.fr/pages_nominatives/vallaud-boris
PA719938,Fesneau,Marc,M.,MFE,PO845454,DEM,Les Démocrates,Dem,#F07E26,,1,Loir-et-Cher,Ministre,https://www.hatvp.fr/pages_nominatives/fesneau-marc
PA719968,Bonnet,Sylvie,Mme,SBN,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,4,Loire,Collaboratrice parlementaire,https://www.hatvp.fr/pages_nominatives/bonnet-sylvie-26241
PA720022,Lauzzana,Michel,M.,MLZ,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Lot-et-Garonne,Médecin,https://www.hatvp.fr/pages_nominatives/lauzzana-michel
PA720038,Josso,Sandrine,Mme,SJO,PO845454,DEM,Les Démocrates,Dem,#F07E26,,7,Loire-Atlantique,Autre profession libérale,https://www.hatvp.fr/pages_nominatives/josso-sandrine
PA720092,Ramos,Richard,M.,RRA,PO845454,DEM,Les Démocrates,Dem,#F07E26,,6,Loiret,Autre cadre (secteur privé),https://www.hatvp.fr/pages_nominatives/ramos-richard
PA720100,Pradié,Aurélien,M.,APR,PO840056,NI,Non inscrit,NI,#8D949A,,1,Lot,Cadre supérieur (secteur privé),https://www.hatvp.fr/pages_nominatives/pradie-aurelien
PA720138,Saint-Paul,Laetitia,Mme,LSP,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,4,Maine-et-Loire,Officier de l'armée de Terre,https://www.hatvp.fr/pages_nominatives/saint-paul-laetitia
PA720146,Masséglia,Denis,M.,DMS,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,5,Maine-et-Loire,Ingénieur Arts et métiers,https://www.hatvp.fr/pages_nominatives/masseglia-denis
PA720154,Dubré-Chirat,Nicole,Mme,NDB,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,6,Maine-et-Loire,Retraitée de la fonction publique hospitalière et chargée de formation,https://www.hatvp.fr/pages_nominatives/dubre-chirat-nicole
PA720190,Sorre,Bertrand,M.,BSO,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,2,Manche,Enseignant 1er degré-directeur d'école (en disponibilité),https://www.hatvp.fr/pages_nominatives/sorre-bertrand
PA720230,Magnier,Lise,Mme,LMG,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,4,Marne,Cadre territorial,https://www.hatvp.fr/pages_nominatives/magnier-lise
PA720256,Bannier,Géraldine,Mme,GBA,PO845454,DEM,Les Démocrates,Dem,#F07E26,,2,Mayenne,Professeur du secondaire et technique,https://www.hatvp.fr/pages_nominatives/bannier-geraldine
PA720334,Pahun,Jimmy,M.,JPA,PO845454,DEM,Les Démocrates,Dem,#F07E26,,2,Morbihan,Navigateur,https://www.hatvp.fr/pages_nominatives/pahun-jimmy
PA720342,Le Peih,Nicole,Mme,NPE,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,3,Morbihan,Agricultrice,https://www.hatvp.fr/pages_nominatives/le-peih-nicole
PA720354,Jacques,Jean-Michel,M.,JJA,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,6,Morbihan,Infirmier des forces spéciales,https://www.hatvp.fr/pages_nominatives/jacques-jean-michel
PA720362,Belhaddad,Belkhir,M.,BBL,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,1,Moselle,Industriel-Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/belhaddad-belkhir
PA720370,Mendes,Ludovic,M.,LME,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,2,Moselle,Cadre supérieur (secteur privé),https://www.hatvp.fr/pages_nominatives/mendes-ludovic
PA720390,End,Jérôme,M.,JEN,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,4,Moselle,Chargé de mission et d'études,https://www.hatvp.fr/pages_nominatives/end-jerome-20268
